Id,LotArea,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
366,10690,0,0,0,5,7,1920,1997,1,0,0,0,1,1,3,0,672,0,0,672,672,0,0,1,0,3,1,1,6,0,1,1964,1,468,0,0,128,218,0,0,0,7,2009,0,0,147000
367,9500,0,0,1,6,5,1963,1963,0,0,7,4,1,0,0,0,1394,0,0,1394,0,1,0,1,1,3,1,1,6,2,0,1963,2,514,0,0,76,0,0,185,0,7,2009,0,0,159000
368,9150,2,0,5,6,5,1962,1962,0,5,7,4,1,0,0,1,1099,0,0,1431,0,0,1,1,0,3,1,1,6,1,5,1962,1,296,0,64,110,0,0,0,0,12,2008,0,0,165000
369,7800,0,0,1,5,6,1954,1954,0,0,3,3,0,1,0,0,1268,0,0,1268,0,0,0,1,0,2,1,1,7,1,0,1954,1,244,0,0,98,0,0,0,0,3,2010,0,0,132000
370,9830,2,0,1,5,7,1959,2006,0,0,2,5,1,1,0,0,1063,0,0,1287,0,1,0,1,0,3,1,0,7,1,1,1997,2,576,0,364,17,0,0,182,0,3,2010,0,0,162000
371,8121,0,0,0,6,5,2000,2000,0,0,0,0,0,0,0,0,953,0,0,953,711,0,0,2,1,3,1,1,7,1,0,2000,2,460,0,100,40,0,0,0,0,1,2006,0,0,172400
372,17120,0,0,2,4,4,1959,1959,0,0,5,4,1,3,2,4,0,0,0,1120,468,0,0,2,0,4,1,1,7,1,1,1991,2,680,1,0,59,0,0,0,0,7,2008,0,0,134432
373,7175,0,3,1,6,5,1984,1984,0,0,7,4,1,0,0,0,744,0,0,752,0,1,0,1,0,2,1,1,4,0,0,1984,1,264,0,353,0,0,0,90,0,2,2010,0,0,125000
374,10634,0,0,1,5,6,1953,1953,0,0,1,1,0,1,0,0,608,0,0,1319,0,1,0,1,0,3,1,1,5,0,0,1953,1,270,0,66,0,0,0,0,0,11,2009,0,0,123000
375,8200,0,0,0,7,5,2003,2004,0,0,0,0,0,0,0,0,847,0,0,847,1081,0,0,2,1,4,1,0,8,1,2,2003,2,434,0,100,48,0,0,0,0,7,2007,0,0,219500
376,10020,0,0,1,1,1,1922,1950,0,0,2,5,2,4,4,1,683,0,1,904,0,1,0,0,1,1,1,3,4,0,4,NA,0,0,0,0,0,0,0,0,0,3,2009,0,0,61000
377,8846,3,0,4,5,5,1996,1996,0,0,0,0,0,0,0,3,870,0,0,914,0,0,0,1,0,2,1,1,5,0,1,1998,2,576,0,0,0,0,0,0,0,7,2006,0,0,148000
378,11143,2,0,0,8,5,2004,2005,0,0,6,6,0,0,0,0,1580,0,0,1580,886,0,0,3,0,4,1,0,8,1,0,2004,2,610,0,159,214,0,0,0,0,12,2007,0,0,340000
379,11394,2,0,1,9,2,2010,2010,1,0,0,0,0,2,0,3,1856,0,0,1856,0,1,0,1,1,1,1,2,8,1,0,2010,3,834,0,113,0,0,0,0,0,6,2010,1,2,394432
380,8123,0,0,0,6,5,2000,2000,0,0,0,0,0,0,0,0,982,0,0,1007,793,0,0,2,1,3,1,1,7,1,0,2000,2,463,0,100,63,0,0,0,0,6,2009,0,0,179000
381,5000,0,0,2,5,6,1924,1950,0,0,4,5,2,1,0,0,1026,0,0,1026,665,0,0,2,0,3,1,0,6,1,1,1924,1,308,0,0,0,242,0,0,0,5,2010,0,0,127000
382,7200,0,0,1,7,5,2006,2006,0,0,0,0,0,0,1,0,1293,0,0,1301,0,1,0,2,0,2,1,0,5,1,0,2006,2,572,0,216,121,0,0,0,0,8,2006,1,2,187750
383,9245,0,0,0,7,5,2006,2006,0,0,0,0,0,0,0,3,939,0,0,939,858,0,0,2,1,3,1,0,8,0,0,2006,2,639,0,144,53,0,0,0,0,4,2007,0,0,213500
384,9000,2,0,3,6,3,1928,1950,0,0,2,5,2,4,3,0,784,0,1,784,0,0,0,1,0,2,1,1,5,0,1,1950,2,360,1,0,0,91,0,0,0,10,2009,0,0,76000
385,53107,2,0,0,6,5,1992,1992,0,0,3,3,0,0,0,3,1580,0,0,1079,874,1,0,2,1,3,1,0,9,2,0,1992,2,501,0,216,231,0,0,0,0,6,2007,0,0,240000
386,3182,0,3,1,8,5,2004,2005,0,0,0,0,0,0,0,0,1256,0,0,1269,0,0,0,2,0,2,1,0,6,1,0,2004,2,430,0,146,20,0,0,144,0,4,2010,0,0,192000
387,8410,1,0,2,5,3,1910,1996,2,0,2,0,0,1,0,0,658,0,0,658,526,0,0,1,0,5,1,1,8,0,4,NA,0,0,1,0,151,0,0,0,0,5,2006,0,3,81000
388,7200,0,0,5,6,6,1976,1976,1,0,1,1,1,1,0,3,1041,0,0,1125,0,1,0,1,0,3,1,1,6,1,1,1977,1,352,0,296,0,0,0,0,0,10,2009,0,1,125000
389,9382,3,0,1,7,5,1999,2000,0,0,0,0,0,0,0,0,1468,0,0,1479,0,0,0,2,0,3,1,0,6,0,0,1999,2,577,0,120,25,0,0,0,0,7,2008,0,0,191000
390,12474,0,0,0,10,5,2007,2008,0,0,0,0,0,2,0,3,1682,0,0,1742,590,1,0,2,1,3,1,2,9,1,2,2008,3,846,0,196,134,0,0,0,0,8,2008,1,2,426000
391,8405,0,0,2,5,8,1900,1950,0,0,1,1,2,1,1,0,861,0,0,961,406,1,0,1,0,4,1,1,7,0,1,1978,1,384,0,0,130,112,0,0,0,4,2008,0,0,119000
392,12209,3,0,0,6,5,2001,2002,0,0,0,0,0,2,0,0,804,0,0,804,1157,1,0,2,1,3,1,0,7,1,2,2001,2,560,0,125,192,0,0,0,0,6,2009,0,0,215000
393,8339,0,0,1,5,7,1959,1959,0,0,1,1,4,3,2,4,0,0,0,882,0,0,0,1,0,3,1,1,5,0,0,1959,1,294,0,0,0,0,0,0,0,7,2007,0,0,106500
394,7446,2,0,1,4,5,1941,1950,0,0,5,2,1,1,0,0,788,0,0,788,0,0,0,1,0,2,1,1,4,2,4,NA,0,0,0,0,0,0,0,0,0,4,2006,0,1,100000
395,10134,0,0,2,5,6,1940,1950,0,0,1,1,1,1,0,0,735,0,0,735,299,0,0,1,0,2,1,1,5,0,1,1940,1,240,0,0,39,0,0,0,0,7,2007,0,0,109000
396,9571,0,0,1,5,6,1956,1956,0,0,2,5,1,1,0,3,1144,0,0,1144,0,1,0,1,0,3,1,1,6,0,0,1956,1,596,0,44,0,0,0,0,0,6,2010,0,0,129000
397,7200,0,0,1,5,5,1972,1972,1,0,1,1,1,1,0,3,894,0,0,894,0,0,0,1,0,2,1,1,6,0,1,1985,2,600,0,215,0,0,0,0,0,9,2009,0,0,123000
398,7590,0,0,0,5,5,1962,1962,0,0,0,0,1,1,0,0,864,0,0,876,936,0,0,2,0,4,1,1,8,1,0,1962,1,264,0,0,168,0,0,0,0,7,2007,0,0,169500
399,8967,2,0,1,5,2,1920,1950,0,0,1,1,2,4,4,0,961,0,0,1077,0,0,0,1,0,2,1,1,6,0,1,1920,1,338,1,0,0,0,0,0,0,11,2007,0,1,67000
400,8125,0,0,0,7,5,2006,2007,0,0,6,6,0,0,0,0,1092,0,0,1112,438,1,0,2,0,2,1,0,7,0,0,2007,2,438,0,0,168,0,0,0,0,10,2009,0,0,241000
401,14963,0,3,1,8,5,1996,1996,0,0,4,7,0,0,0,0,1260,0,0,1288,0,1,0,1,1,1,1,2,4,2,0,1996,2,500,0,120,30,0,0,224,0,12,2008,0,0,245500
402,8767,0,0,1,7,5,2005,2005,0,0,0,0,0,0,0,3,1310,0,0,1310,0,0,0,2,0,3,1,0,6,1,0,2005,2,400,0,0,0,0,0,0,0,7,2006,1,2,164990
403,10200,0,0,1,5,8,1940,1997,0,0,2,5,0,1,0,0,672,0,0,672,0,0,0,1,0,2,1,1,4,0,1,1940,1,240,1,168,0,0,0,0,0,8,2008,0,0,108000
404,12090,2,0,0,8,5,1998,1998,1,0,0,0,0,0,0,0,1141,0,0,1165,1098,0,0,2,1,4,1,0,10,1,2,1998,2,420,0,144,123,0,0,0,0,7,2006,0,1,258000
405,10364,0,0,0,6,5,1995,1996,0,0,1,1,0,0,0,0,806,0,0,806,766,0,0,2,1,3,1,1,7,1,2,1995,2,373,0,0,40,0,0,0,0,5,2007,0,0,168000
406,9991,2,0,1,4,4,1976,1993,0,0,7,4,1,1,0,0,1281,0,0,1620,0,1,0,2,0,3,1,1,8,1,0,1993,2,490,0,120,78,0,0,0,0,6,2009,0,0,150000
407,10480,0,0,2,6,5,1936,1950,0,0,1,1,2,1,0,0,1064,0,0,1166,0,0,0,1,0,3,1,1,6,0,1,1936,1,240,0,0,0,0,0,0,0,3,2008,0,0,115000
408,15576,0,0,0,6,7,1915,1976,0,0,2,4,2,0,0,0,840,0,0,840,840,0,0,2,0,4,1,1,8,0,0,1960,1,308,0,0,0,160,0,0,0,3,2008,0,0,177000
409,14154,2,0,0,7,5,2006,2006,0,0,0,0,0,2,1,0,1063,0,0,1071,1101,0,0,2,1,3,1,0,9,1,0,2006,3,947,0,192,62,0,0,0,0,8,2007,1,2,280000
410,10800,0,0,0,8,5,2007,2008,0,0,0,0,0,2,0,0,1034,0,0,1050,1028,1,0,2,1,3,1,2,8,1,0,2008,3,836,0,0,102,0,0,0,0,4,2008,1,2,339750
411,9571,0,0,1,5,3,1958,1958,0,0,10,10,1,1,3,0,1276,0,0,1276,0,0,0,1,0,3,1,1,5,0,0,1958,1,350,0,0,0,0,0,0,0,6,2009,2,1,60000
412,34650,0,1,1,5,5,1955,1955,1,0,2,5,1,1,0,2,1056,0,1,1056,0,1,0,1,0,3,1,1,5,0,0,1955,2,572,0,264,0,0,0,0,0,1,2006,0,0,145000
413,4403,0,0,1,7,5,2009,2009,0,0,1,1,0,2,0,3,1470,0,0,1478,0,1,0,2,1,2,1,0,7,1,0,2009,2,484,0,0,144,0,0,0,0,6,2010,1,2,222000
414,8960,0,0,1,5,6,1927,1950,0,0,5,2,1,1,0,0,1008,0,0,1028,0,0,0,1,0,2,1,1,5,1,1,1927,2,360,0,0,0,130,0,0,0,3,2010,0,0,115000
415,11228,3,0,0,7,5,1993,1993,0,0,0,0,0,0,0,0,1080,0,0,1080,1017,0,1,2,1,3,1,0,9,1,0,1993,3,678,0,196,187,0,0,0,0,12,2008,0,0,228000
416,8899,0,0,1,7,5,2007,2007,0,0,0,0,0,0,0,3,1340,0,0,1340,0,0,0,2,0,3,1,0,6,0,0,2007,2,396,0,100,30,0,0,0,0,8,2007,1,2,181134
417,7844,0,0,0,6,7,1978,1978,1,0,3,3,1,1,0,0,672,0,0,672,728,0,0,1,1,3,1,1,6,1,0,1978,2,440,0,0,0,0,0,0,0,3,2006,0,0,149500
418,22420,0,0,0,6,6,1918,1950,1,0,2,8,2,0,0,0,1370,1,1,1370,1254,1,0,2,1,4,1,1,10,1,1,1918,3,864,1,0,0,0,0,0,0,11,2007,0,0,239000
419,8160,0,0,2,5,6,1940,1950,0,0,1,1,2,1,0,0,756,0,1,756,378,1,0,1,1,3,1,1,7,0,1,1940,1,240,2,0,0,0,0,0,0,4,2007,0,3,126000
420,8450,0,0,1,5,6,1968,1968,0,0,0,0,1,1,0,0,1056,0,0,1056,0,1,0,1,0,3,1,1,6,1,0,1968,1,304,0,0,85,184,0,0,0,7,2010,0,0,142000
421,7060,0,2,4,7,5,1997,1998,0,0,0,0,0,0,1,1,1344,0,0,1344,0,2,0,2,0,2,2,1,8,0,0,1997,4,784,0,0,0,0,0,0,0,11,2008,0,4,206300
422,16635,1,0,1,6,7,1977,2000,0,0,6,6,1,0,0,0,1602,0,0,1602,0,0,1,2,0,3,1,0,8,1,0,1977,2,529,0,240,0,0,0,0,0,6,2009,0,0,215000
423,21750,0,0,1,5,5,1954,1954,1,0,3,3,1,1,0,0,988,0,0,988,0,0,0,1,0,2,1,1,4,0,0,1954,2,520,1,0,0,0,0,0,0,2,2008,0,0,113000
424,9200,0,0,0,8,5,1998,1998,0,0,0,0,0,0,0,0,1470,0,0,1470,1160,1,0,2,1,4,1,0,8,1,0,1998,3,696,0,0,66,0,0,0,0,6,2008,0,0,315000
425,9000,0,0,1,6,5,1956,1956,0,0,2,5,1,0,0,0,1196,0,0,1196,0,1,0,1,0,2,1,1,6,1,0,1956,1,297,0,0,44,0,0,0,0,5,2008,0,0,139000
426,3378,0,0,0,7,8,1946,1992,0,0,3,3,1,1,0,0,651,0,0,707,682,0,0,1,1,3,1,1,6,2,1,1947,1,240,2,0,0,126,0,0,0,9,2009,0,0,135000
427,12800,0,0,5,7,5,1989,1989,0,0,2,5,0,0,0,1,1518,0,0,1644,0,1,1,2,0,2,1,0,5,1,0,1989,2,569,0,80,0,0,0,396,0,8,2009,0,0,275000
428,8593,0,0,1,4,6,1957,1957,1,0,1,1,1,1,0,0,907,0,0,907,0,0,0,1,0,3,1,1,5,0,1,1964,1,352,0,0,0,0,0,0,0,7,2008,0,0,109008
429,6762,0,0,1,7,5,2007,2007,0,0,0,0,0,0,0,0,1208,0,0,1208,0,1,0,2,0,2,1,0,6,0,0,2007,2,628,0,105,54,0,0,0,0,9,2007,1,2,195400
430,11457,2,0,1,6,5,1988,1988,0,0,3,3,1,0,0,2,1392,0,0,1412,0,1,0,2,0,3,1,0,6,1,0,1988,2,576,0,0,0,169,0,0,0,3,2009,0,0,175000
431,1680,0,4,0,6,5,1971,1971,0,0,3,3,1,1,0,0,483,0,0,483,504,0,0,1,1,2,1,1,4,0,1,1971,1,264,0,0,0,0,0,0,0,7,2008,2,1,85400
432,5586,0,0,2,6,7,1920,1998,0,0,1,1,2,1,0,0,901,0,0,1088,110,0,0,1,0,4,1,1,7,0,4,NA,0,0,1,0,98,0,0,0,0,9,2008,3,1,79900
433,1920,0,3,0,5,5,1971,1971,0,0,3,3,1,1,0,0,765,0,0,765,600,1,0,1,1,2,1,1,6,0,1,1971,2,440,0,240,36,0,0,0,0,8,2007,0,0,122500
434,10839,2,0,0,6,5,1997,1998,0,0,0,0,0,0,0,0,926,0,0,926,678,0,0,2,1,3,1,1,7,1,0,1997,2,470,0,0,36,0,0,0,0,7,2008,0,0,181000
435,1890,0,4,4,4,7,1972,1972,0,0,6,6,1,0,0,3,630,0,0,630,0,1,0,1,0,1,1,1,3,0,4,NA,0,0,0,88,0,0,0,0,0,6,2008,0,0,81000
436,10667,3,0,0,7,6,1996,1996,0,0,0,0,0,0,0,3,799,0,0,827,834,1,0,2,1,3,1,0,6,1,0,1996,2,550,0,158,61,0,0,0,0,4,2009,6,0,212000
437,4400,0,0,2,6,8,1920,1950,0,0,9,8,2,4,0,0,648,0,0,734,384,0,0,1,0,2,1,1,6,0,1,1990,2,440,0,0,0,0,0,0,0,10,2006,0,0,116000
438,6000,0,0,3,6,7,1926,2004,0,0,2,5,0,1,0,0,884,0,0,904,0,0,0,1,0,2,1,1,4,0,1,1926,1,180,0,0,0,105,0,0,0,1,2009,0,0,119000
439,4280,0,0,1,5,6,1913,2002,0,0,5,8,0,1,0,0,440,0,1,694,0,0,0,1,0,2,1,0,4,1,1,1990,1,352,2,0,0,34,0,0,0,3,2007,0,0,90350
440,12354,2,0,2,6,8,1920,2000,0,0,2,5,2,1,3,2,684,0,0,684,512,0,0,1,0,3,1,0,7,0,1,2005,2,528,0,0,46,0,0,0,0,8,2009,4,0,110000
441,15431,0,0,1,10,5,2008,2008,1,0,0,0,0,2,0,1,3094,0,0,2402,0,1,0,2,0,2,1,2,10,2,0,2008,3,672,0,0,72,0,0,170,0,4,2009,0,0,555000
442,12108,0,2,1,4,4,1955,1955,0,0,0,0,1,1,0,0,1440,0,1,1440,0,0,0,2,0,4,2,3,8,0,4,NA,0,0,0,0,0,0,0,0,0,9,2008,0,0,118000
443,6240,0,0,2,5,7,1930,1992,0,0,1,1,0,1,0,0,1078,0,0,1128,445,0,0,2,0,3,1,1,8,1,1,1930,2,360,2,0,0,0,0,0,0,6,2008,0,0,162900
444,3922,0,3,1,7,5,2006,2007,0,0,5,2,0,2,0,3,1258,0,0,1258,0,0,0,2,0,2,1,0,6,1,0,2007,3,648,0,144,16,0,0,0,0,6,2007,1,2,172500
445,8750,0,0,0,7,5,1994,1995,0,0,0,0,0,0,0,0,915,0,0,933,975,1,0,2,1,4,1,0,8,1,0,1994,2,493,0,144,133,0,0,0,0,7,2008,0,0,210000
446,9855,2,0,1,6,5,1956,1956,1,0,2,5,1,1,0,0,1436,0,0,1689,0,0,0,1,0,3,1,1,7,1,0,1956,2,480,0,0,0,0,0,0,0,11,2009,2,0,127500
447,16492,2,0,1,6,6,1966,2002,0,0,4,4,1,1,0,0,1517,0,0,1888,0,0,0,2,1,2,1,0,6,1,0,1966,2,578,0,0,0,0,0,0,0,6,2010,0,0,190000
448,11214,2,0,0,7,5,1998,1999,0,0,0,0,0,0,0,0,930,0,0,956,930,0,0,2,1,4,1,0,10,1,0,1998,2,431,0,89,0,0,0,0,0,7,2006,0,0,199900
449,8600,0,0,2,6,6,1937,1950,0,0,1,1,2,1,0,0,780,0,0,780,596,0,0,2,0,3,1,1,7,1,1,1937,1,198,1,0,0,0,0,0,0,6,2006,0,0,119500
450,6000,0,0,2,3,7,1948,2002,0,0,1,1,1,1,0,0,649,0,0,679,504,0,0,1,1,2,1,1,6,0,1,1981,1,308,0,0,176,0,0,0,0,6,2007,0,0,120000
451,5684,0,0,1,6,8,1930,2005,1,0,2,5,2,1,0,0,813,0,0,813,0,0,0,1,0,2,1,0,5,0,1,1932,1,270,1,0,113,0,0,0,0,6,2006,0,0,110000
452,70761,0,0,1,7,5,1975,1975,0,1,7,4,1,0,0,1,1533,0,0,1533,0,1,0,2,0,2,1,0,5,2,0,1975,2,576,0,200,54,0,0,0,0,12,2006,0,0,280000
453,9303,2,0,0,6,5,1996,1997,1,0,0,0,0,2,0,0,872,0,0,888,868,1,0,2,1,3,1,1,7,0,0,1996,2,422,0,144,122,0,0,0,0,7,2007,0,0,204000
454,9000,0,0,0,8,5,2008,2008,0,0,0,0,0,0,0,0,768,0,0,786,804,0,0,2,1,3,1,0,6,0,0,2008,2,676,0,0,30,0,0,0,0,6,2009,0,0,210000
455,9297,0,2,1,5,5,1976,1976,0,0,7,4,1,1,0,0,1728,0,0,1728,0,2,0,2,0,4,2,1,8,0,1,1976,2,560,0,0,0,0,0,0,0,7,2006,0,5,188000
456,9600,0,0,1,7,6,1973,1973,1,0,3,3,1,1,0,0,1242,0,0,1242,0,0,0,1,1,3,1,1,6,1,0,1973,2,528,0,0,0,0,0,0,0,9,2007,0,0,175500
457,4571,0,0,0,5,5,1916,1950,0,0,8,9,2,1,0,0,624,0,1,624,720,0,0,1,0,4,1,1,7,0,1,1916,3,513,0,0,0,96,0,0,0,5,2008,2,1,98000
458,53227,3,0,1,4,6,1954,1994,4,5,7,4,1,0,0,1,1364,0,0,1663,0,1,0,1,0,2,1,0,6,2,0,1954,2,529,0,224,137,0,0,0,0,3,2008,0,0,256000
459,5100,0,0,0,8,7,1925,1996,1,0,9,2,0,1,0,0,588,0,0,833,833,0,0,1,0,3,1,0,7,1,1,1925,1,228,0,192,63,0,0,0,0,6,2008,0,0,161000
460,7015,2,0,2,5,4,1950,1950,0,0,1,1,1,1,0,0,709,0,0,979,224,1,0,1,0,3,1,0,5,1,1,1950,1,352,0,0,0,248,0,0,0,7,2009,0,0,110000
461,8004,0,0,0,8,5,2009,2009,0,0,0,0,0,0,0,0,832,0,0,832,1103,1,0,2,1,3,1,1,8,0,2,2009,2,552,0,0,150,0,0,0,0,12,2009,1,2,263435
462,7200,0,0,0,7,9,1936,2007,0,0,2,5,0,0,1,0,560,0,0,575,560,1,0,1,0,3,1,0,6,0,1,1971,2,576,0,256,0,0,0,0,0,4,2009,0,0,155000
463,8281,0,0,1,5,5,1965,1965,0,0,1,1,1,1,0,0,864,0,0,864,0,0,0,1,0,3,1,1,5,1,1,1965,1,360,0,0,0,236,0,0,0,12,2009,0,0,62383
464,11988,0,0,0,6,7,1934,1995,1,0,9,8,1,1,0,0,715,0,0,849,811,0,0,1,1,3,1,1,6,1,1,1939,1,240,0,0,0,0,0,0,0,8,2008,0,0,188700
465,8430,0,0,1,5,5,1978,1978,0,0,3,3,1,0,0,0,1040,0,0,1040,0,0,0,2,0,3,1,1,5,0,4,NA,0,0,0,0,0,0,0,0,0,8,2009,0,0,124000
466,3072,0,3,1,7,5,2004,2004,1,0,0,0,0,0,0,0,1375,0,0,1414,0,0,0,2,0,2,1,0,6,1,0,2004,2,398,0,144,20,0,0,0,0,5,2006,0,0,178740
467,10628,0,0,1,7,5,1970,1970,4,5,7,4,1,1,1,1,1277,0,0,1277,0,1,0,1,0,2,1,1,5,1,0,1970,2,526,0,0,0,0,0,176,0,4,2007,0,0,167000
468,9480,0,0,0,5,7,1942,1995,0,0,1,1,1,1,0,0,728,0,0,888,756,0,0,1,1,3,1,0,7,2,0,1942,1,312,0,168,0,0,0,0,0,6,2007,0,0,146500
469,11428,0,0,1,8,5,2006,2006,0,0,0,0,0,0,0,0,1626,0,0,1634,0,0,0,2,0,3,1,0,7,1,0,2006,3,866,0,0,44,0,0,0,0,5,2007,0,0,250000
470,9291,2,0,0,6,5,1993,1993,0,0,3,3,0,0,0,0,832,0,0,832,878,0,0,2,1,3,1,0,7,0,0,1993,2,506,0,144,70,0,0,0,0,6,2008,0,0,187000
471,6820,2,3,1,8,5,1985,1985,0,0,3,3,0,0,0,3,1488,0,0,1502,0,1,0,1,1,1,1,0,4,0,0,1985,2,528,0,0,54,0,0,140,0,6,2010,0,0,212000
472,11952,0,0,0,7,6,1977,1977,3,3,5,4,1,0,0,0,808,0,0,1161,808,0,0,2,1,3,1,1,8,1,0,1977,2,534,0,0,0,0,0,276,0,11,2007,0,0,190000
473,3675,0,3,5,6,5,2005,2005,0,0,0,0,0,0,0,1,547,0,0,1072,0,1,0,1,0,2,1,1,5,0,5,2005,2,525,0,0,28,0,0,0,0,6,2008,0,0,148000
474,14977,0,0,1,8,5,2006,2007,0,0,0,0,0,2,0,1,1976,0,0,1976,0,1,0,2,0,2,1,0,7,1,0,2006,3,908,0,250,63,0,0,0,0,7,2007,1,2,440000
475,5330,0,3,1,8,5,2000,2000,0,0,6,6,0,0,0,3,1494,0,0,1652,0,1,0,2,0,2,1,2,6,0,0,2000,2,499,0,96,48,0,0,0,0,8,2007,0,0,251000
476,8480,2,0,1,5,6,1963,1963,1,0,3,3,1,1,0,0,970,0,0,970,0,1,0,1,0,2,1,1,5,0,1,1996,2,624,0,0,24,0,0,192,0,7,2007,0,0,132500
477,13125,0,0,1,6,5,1997,1998,0,0,0,0,0,0,0,1,1478,0,0,1493,0,1,0,2,0,3,1,0,7,1,0,1997,2,508,0,140,39,0,0,0,0,4,2008,0,0,208900
478,13693,0,0,0,9,5,2006,2006,1,0,0,0,0,0,0,3,2153,0,0,2069,574,0,0,2,1,3,1,2,9,1,2,2006,3,694,0,414,84,0,0,0,0,3,2007,0,0,380000
479,10637,0,0,1,8,5,2007,2008,1,0,0,0,0,2,0,1,1705,0,0,1718,0,1,0,2,0,3,1,0,7,1,0,2007,3,826,0,208,44,0,0,0,0,9,2009,0,0,297000
480,5925,0,0,1,4,7,1937,2000,1,0,9,8,2,4,0,0,907,0,0,1131,0,0,0,1,0,2,1,1,7,0,1,1995,2,672,0,0,72,0,0,0,0,3,2007,0,4,89471
481,16033,1,0,1,9,5,2004,2005,1,0,0,0,0,2,0,1,1833,0,0,1850,0,1,0,2,0,3,1,0,8,1,0,2004,3,772,0,519,112,0,0,0,0,3,2006,0,0,326000
482,11846,0,0,1,9,5,2003,2004,1,0,0,0,0,2,0,1,1792,0,0,1792,0,1,0,2,0,2,1,2,6,1,0,2003,3,874,0,206,49,0,0,0,0,8,2006,0,0,374000
483,2500,2,0,0,7,8,1915,2005,0,0,9,8,0,1,0,0,910,0,0,916,910,1,0,1,1,4,1,2,7,1,0,1915,1,164,0,0,0,0,0,0,0,6,2009,0,0,155000
484,4500,1,4,1,6,5,1998,1998,1,0,0,0,0,2,0,0,1216,0,0,1216,0,1,0,2,0,2,1,1,5,0,0,1998,2,402,0,0,125,0,0,0,0,5,2006,0,0,164000
485,7758,2,0,1,5,7,1962,2001,0,0,3,4,1,1,0,0,999,0,0,999,0,1,0,1,0,3,1,0,6,0,1,1963,1,264,0,0,132,0,0,0,0,3,2007,0,0,132500
486,9600,0,0,1,5,7,1950,2007,0,0,1,1,1,1,0,0,1113,0,0,1113,0,0,0,1,0,3,1,0,5,1,0,1950,1,264,0,0,80,120,0,0,0,7,2009,0,0,147000
487,10289,0,0,1,5,7,1965,1965,1,0,1,1,1,1,0,0,1073,0,0,1073,0,1,0,1,1,3,1,1,6,0,0,1965,2,515,0,0,0,0,0,0,0,6,2007,0,0,156000
488,12243,0,0,1,5,6,1971,1971,0,0,7,4,1,0,0,3,1484,0,0,1484,0,0,0,2,0,3,1,1,7,1,0,1971,2,487,0,224,0,0,0,180,0,2,2007,0,0,175000
489,10800,2,1,2,5,4,1900,1970,0,0,2,5,1,1,3,0,954,0,1,1766,648,0,0,2,0,3,2,1,10,1,0,1970,2,520,1,142,0,0,0,0,0,5,2006,3,0,160000
490,1526,0,4,4,4,8,1970,2002,0,0,6,6,1,0,0,3,630,0,0,630,0,1,0,1,0,1,1,0,3,0,0,1970,1,286,0,0,0,0,0,0,0,5,2009,0,0,86000
491,2665,0,3,0,5,6,1976,1976,0,0,6,6,0,0,0,2,264,0,0,616,688,0,0,1,1,3,1,1,4,1,2,1976,1,336,0,141,24,0,0,0,0,6,2008,0,0,115000
492,9490,0,0,2,6,7,1941,1950,0,0,2,5,1,1,0,0,806,0,0,958,620,1,0,1,0,3,1,3,5,2,0,1941,1,240,0,0,0,32,0,0,0,8,2006,0,0,133000
493,15578,2,0,0,6,5,2006,2006,0,0,0,0,0,0,0,0,728,0,0,728,728,0,0,2,1,3,1,1,8,0,0,2006,2,429,0,0,0,0,0,0,0,5,2006,1,2,172785
494,7931,0,0,1,5,6,1960,1960,0,0,4,5,1,1,0,0,1269,0,0,1269,0,0,0,1,1,3,1,1,6,1,1,1964,1,308,0,0,0,0,0,0,0,6,2008,0,0,155000
495,5784,0,0,1,5,8,1938,1996,0,0,1,1,2,4,0,0,190,0,0,886,0,0,0,1,0,2,1,1,4,0,0,1938,1,273,0,144,20,80,0,0,0,12,2009,0,0,91300
496,7879,0,0,1,4,5,1920,1950,0,0,2,5,1,1,0,0,720,0,1,720,0,0,0,1,0,2,1,1,4,0,4,NA,0,0,1,0,523,115,0,0,0,11,2009,0,1,34900
497,12692,0,0,1,8,5,1992,1993,1,0,4,7,0,0,0,0,3200,0,0,3228,0,1,0,3,0,4,1,0,10,1,0,1992,2,546,0,264,75,291,0,0,0,5,2007,0,0,430000
498,9120,0,0,2,7,6,1925,1950,0,0,2,5,0,1,0,0,1026,0,0,1133,687,1,0,2,0,4,1,1,8,0,1,1925,1,240,1,0,100,0,0,0,0,6,2008,0,0,184000
499,7800,0,0,1,5,7,1967,2004,1,0,3,3,0,1,0,0,864,0,0,899,0,0,0,1,0,3,1,0,5,0,0,1967,1,288,0,64,0,0,0,0,0,6,2009,0,0,130000
500,7535,0,0,1,5,7,1958,1985,0,0,1,1,1,1,0,0,912,0,0,912,0,0,1,1,0,2,1,1,5,0,0,1958,1,297,0,12,285,0,0,0,0,6,2007,0,0,120000
